base_unit,quote_unit,low,high,last,type,open,volume,sell,buy,at,name,dates,time
xrp,btc,0.00002755,0.00002992,0.00002802,SPOT,2.968e-05,41779.7,0.00002797,0.00002776,2021-05-07 04:03:59,XRP/BTC,2021-05-07,04:03:59
trx,btc,0.00000241,0.00000298,0.00000278,SPOT,2.57e-06,1068374.0,0.0000028,0.00000277,2021-05-07 04:03:59,TRX/BTC,2021-05-07,04:03:59
eth,btc,0.059672,0.063031,0.061269,SPOT,0.060841,33.3528,0.061523,0.061107,2021-05-07 04:03:59,ETH/BTC,2021-05-07,04:03:59
zil,btc,0.00000374,0.00000445,0.00000398,SPOT,3.74e-06,241574.0,0.00000404,0.00000398,2021-05-07 04:03:59,ZIL/BTC,2021-05-07,04:03:59
bat,btc,0.00002343,0.00002819,0.00002784,SPOT,2.426e-05,15898.0,0.00002799,0.00002761,2021-05-07 04:03:59,BAT/BTC,2021-05-07,04:03:59
ltc,btc,0.0058,0.006578,0.006334,SPOT,0.006089,81.258,0.006334,0.006254,2021-05-07 04:03:59,LTC/BTC,2021-05-07,04:03:59
qkc,btc,0.00000055,0.00000059,0.00000058,SPOT,5.8e-07,162699.0,0.00000058,0.00000057,2021-05-07 04:03:59,QKC/BTC,2021-05-07,04:03:59
dash,btc,0.006765,0.008404,0.007896,SPOT,0.006971,57.15,0.007927,0.00779,2021-05-07 04:03:59,DASH/BTC,2021-05-07,04:03:59
fun,btc,0.0000007,0.00000084,0.00000075,SPOT,7e-07,130518.0,0.00000078,0.00000075,2021-05-07 04:03:59,FUN/BTC,2021-05-07,04:03:59
iost,btc,0.00000108,0.00000129,0.00000116,SPOT,1.1e-06,155541.0,0.00000122,0.00000117,2021-05-07 04:03:59,IOST/BTC,2021-05-07,04:03:59
nuls,btc,0.00001953,0.00002429,0.0000242,SPOT,1.953e-05,4502.0,0.0000245,0.00002432,2021-05-07 04:03:59,NULS/BTC,2021-05-07,04:03:59
omg,btc,0.000174,0.000357,0.000227,SPOT,0.000173,14371.71,0.000227,0.000222,2021-05-07 04:03:59,OMG/BTC,2021-05-07,04:03:59
req,btc,0.00000242,0.00000291,0.00000257,SPOT,2.64e-06,6598.84,0.0000026,0.00000251,2021-05-07 04:03:59,REQ/BTC,2021-05-07,04:03:59
snt,btc,0.0000036,0.0000042,0.00000398,SPOT,3.75e-06,24481.0,0.00000386,0.00000376,2021-05-07 04:03:59,SNT/BTC,2021-05-07,04:03:59
theta,btc,0.00019196,0.0002031,0.0001978,SPOT,0.00019827,228.1,0.00019792,0.0001962,2021-05-07 04:03:59,THETA/BTC,2021-05-07,04:03:59
zrx,btc,0.00003295,0.00003702,0.0000357,SPOT,3.398e-05,1950.07,0.00003652,0.00003553,2021-05-07 04:03:59,ZRX/BTC,2021-05-07,04:03:59
eos,btc,0.0001526,0.0002358,0.0002084,SPOT,0.0001648,22487.29,0.000208,0.0002062,2021-05-07 04:03:59,EOS/BTC,2021-05-07,04:03:59
icx,btc,0.0000417,0.0000451,0.0000451,SPOT,4.22e-05,230.34,0.0000448,0.0000439,2021-05-07 04:03:59,ICX/BTC,2021-05-07,04:03:59
poly,btc,0.00000655,0.0000073,0.0000073,SPOT,6.89e-06,23456.0,0.00000731,0.00000713,2021-05-07 04:03:59,POLY/BTC,2021-05-07,04:03:59
pax,btc,0.0,0.0,0.0,SPOT,0.0,0.0,0.0,0.0,2021-05-07 04:03:59,PAX/BTC,2021-05-07,04:03:59
usdc,btc,0.0,0.0,0.0,SPOT,0.0,0.0,0.0,0.0,2021-05-07 04:03:59,USDC/BTC,2021-05-07,04:03:59
xlm,btc,0.0,0.0,0.0,SPOT,0.0,0.0,0.0,0.0,2021-05-07 04:03:59,XLM/BTC,2021-05-07,04:03:59
fet,btc,0.00001005,0.00001062,0.00001005,SPOT,1.062e-05,4067.0,0.00000992,0.00000978,2021-05-07 04:03:59,FET/BTC,2021-05-07,04:03:59
celr,btc,0.00000102,0.00000108,0.00000104,SPOT,1.07e-06,770076.0,0.00000104,0.00000103,2021-05-07 04:03:59,CELR/BTC,2021-05-07,04:03:59
matic,btc,0.000013,0.00001424,0.00001358,SPOT,1.401e-05,155150.1,0.00001368,0.00001355,2021-05-07 04:03:59,MATIC/BTC,2021-05-07,04:03:59
ada,btc,0.00002546,0.00003003,0.00002838,SPOT,2.587e-05,203982.9,0.00002834,0.00002806,2021-05-07 04:03:59,ADA/BTC,2021-05-07,04:03:59
rvn,btc,0.00000303,0.00000325,0.00000315,SPOT,3.06e-06,13749.0,0.00000313,0.0000031,2021-05-07 04:03:59,RVN/BTC,2021-05-07,04:03:59
xmr,btc,0.0065,0.008133,0.008133,SPOT,0.007256,23.125,0.008504,0.008353,2021-05-07 04:03:59,XMR/BTC,2021-05-07,04:03:59
atom,btc,0.0004325,0.00048,0.0004776,SPOT,0.0004559,701.2,0.0004712,0.0004649,2021-05-07 04:03:59,ATOM/BTC,2021-05-07,04:03:59
bnb,btc,0.011,0.011346,0.011129,SPOT,0.011315,82.816,0.011109,0.011077,2021-05-07 04:03:59,BNB/BTC,2021-05-07,04:03:59
wrx,btc,0.00003936,0.0000432,0.00003995,SPOT,4.253e-05,43422.6,0.00004021,0.00003995,2021-05-07 04:03:59,WRX/BTC,2021-05-07,04:03:59
ftt,btc,0.0010049,0.0010349,0.0010152,SPOT,0.0010111,29.512,0.0010205,0.0010132,2021-05-07 04:03:59,FTT/BTC,2021-05-07,04:03:59
stmx,btc,0.00000086,0.00000095,0.00000086,SPOT,9.5e-07,69012.0,0.00000089,0.00000086,2021-05-07 04:04:00,STMX/BTC,2021-05-07,04:04:00
glm,btc,0.0,0.0,0.0,SPOT,0.0,0.0,0.0,0.0,2021-05-07 04:04:00,GLM/BTC,2021-05-07,04:04:00
