base_unit,quote_unit,low,high,last,type,open,volume,sell,buy,at,name,dates,time
xrp,btc,0.00002725,0.00003077,0.0000294,SPOT,2.696e-05,67437.2,0.00002979,0.00002946,2021-05-06 18:15:56,XRP/BTC,2021-05-06,18:15:56
trx,btc,0.00000237,0.00000279,0.00000272,SPOT,2.38e-06,726964.0,0.00000274,0.00000269,2021-05-06 18:15:56,TRX/BTC,2021-05-06,18:15:56
eth,btc,0.059334,0.063031,0.062512,SPOT,0.059456,27.61,0.06252,0.062164,2021-05-06 18:15:56,ETH/BTC,2021-05-06,18:15:56
zil,btc,0.00000371,0.00000445,0.00000435,SPOT,3.71e-06,216734.0,0.00000444,0.00000437,2021-05-06 18:15:56,ZIL/BTC,2021-05-06,18:15:56
bat,btc,0.00002287,0.00002495,0.00002454,SPOT,2.287e-05,5155.86,0.00002509,0.00002472,2021-05-06 18:15:56,BAT/BTC,2021-05-06,18:15:56
ltc,btc,0.0058,0.006335,0.006032,SPOT,0.006136,42.067,0.006125,0.006051,2021-05-06 18:15:56,LTC/BTC,2021-05-06,18:15:56
qkc,btc,0.00000053,0.00000059,0.00000058,SPOT,5.4e-07,190540.0,0.00000058,0.00000056,2021-05-06 18:15:56,QKC/BTC,2021-05-06,18:15:56
dash,btc,0.006751,0.007748,0.007614,SPOT,0.007057,17.895,0.007578,0.007464,2021-05-06 18:15:56,DASH/BTC,2021-05-06,18:15:56
fun,btc,0.0000007,0.00000084,0.00000073,SPOT,7.4e-07,113716.0,0.00000075,0.00000073,2021-05-06 18:15:56,FUN/BTC,2021-05-06,18:15:56
iost,btc,0.00000104,0.00000117,0.00000114,SPOT,1.08e-06,111957.0,0.00000117,0.00000114,2021-05-06 18:15:56,IOST/BTC,2021-05-06,18:15:56
nuls,btc,0.0000194,0.00002057,0.00002057,SPOT,1.94e-05,3386.0,0.0000209,0.0000206,2021-05-06 18:15:56,NULS/BTC,2021-05-06,18:15:56
omg,btc,0.000173,0.000192,0.00019,SPOT,0.000175,191.37,0.000195,0.000189,2021-05-06 18:15:56,OMG/BTC,2021-05-06,18:15:56
req,btc,0.00000242,0.00000291,0.00000291,SPOT,2.72e-06,5072.0,0.00000267,0.00000258,2021-05-06 18:15:56,REQ/BTC,2021-05-06,18:15:56
snt,btc,0.00000316,0.00000401,0.00000377,SPOT,3.15e-06,21351.0,0.00000386,0.00000376,2021-05-06 18:15:56,SNT/BTC,2021-05-06,18:15:56
theta,btc,0.00018978,0.0002,0.00019208,SPOT,0.00019024,175.7,0.00019403,0.00019225,2021-05-06 18:15:56,THETA/BTC,2021-05-06,18:15:56
zrx,btc,0.00003262,0.00003602,0.00003556,SPOT,3.242e-05,1433.33,0.00003602,0.00003573,2021-05-06 18:15:56,ZRX/BTC,2021-05-06,18:15:56
eos,btc,0.0001429,0.0002344,0.0001973,SPOT,0.000144,8071.31,0.000204,0.0001999,2021-05-06 18:15:56,EOS/BTC,2021-05-06,18:15:56
icx,btc,0.000041,0.000044,0.0000417,SPOT,4.1e-05,2041.09,0.0000442,0.0000434,2021-05-06 18:15:56,ICX/BTC,2021-05-06,18:15:56
poly,btc,0.0000065,0.00000692,0.00000675,SPOT,6.5e-06,22825.0,0.00000676,0.0000066,2021-05-06 18:15:56,POLY/BTC,2021-05-06,18:15:56
pax,btc,0.0,0.0,0.0,SPOT,0.0,0.0,0.0,0.0,2021-05-06 18:15:56,PAX/BTC,2021-05-06,18:15:56
usdc,btc,0.0,0.0,0.0,SPOT,0.0,0.0,0.0,0.0,2021-05-06 18:15:56,USDC/BTC,2021-05-06,18:15:56
xlm,btc,0.0,0.0,0.0,SPOT,0.0,0.0,0.0,0.0,2021-05-06 18:15:56,XLM/BTC,2021-05-06,18:15:56
fet,btc,0.00001003,0.00001067,0.00001038,SPOT,1.04e-05,2681.0,0.00001014,0.00001005,2021-05-06 18:15:56,FET/BTC,2021-05-06,18:15:56
celr,btc,0.00000102,0.0000011,0.00000107,SPOT,1.12e-06,782487.0,0.00000106,0.00000103,2021-05-06 18:15:56,CELR/BTC,2021-05-06,18:15:56
matic,btc,0.00001335,0.00001458,0.00001362,SPOT,1.377e-05,144074.6,0.00001357,0.00001344,2021-05-06 18:15:56,MATIC/BTC,2021-05-06,18:15:56
ada,btc,0.00002411,0.000029,0.00002845,SPOT,2.489e-05,156144.0,0.00002879,0.00002852,2021-05-06 18:15:56,ADA/BTC,2021-05-06,18:15:56
rvn,btc,0.000003,0.00000322,0.00000316,SPOT,3.06e-06,5935.0,0.00000319,0.00000316,2021-05-06 18:15:56,RVN/BTC,2021-05-06,18:15:56
